DEPTH_MD,CALI,RSHA,RMED,RDEP,RHOB,GR,PEF,DTC,SP,ROP,DRHO,FORCE_2020_LITHOFACIES_LITHOLOGY
767.976,18.3203907,,1.162917614,1.231026292,2.019405603,70.7247467,2.505906105,161.0492249,35.10474777,43.50331116,0.022358071,65000
768.128,18.40814018,,1.153169513,1.227029324,2.018029451,69.8875885,2.433059931,161.0496368,34.96272659,42.0232811,0.014322727,65000
768.28,18.38028717,,1.157534957,1.222252369,2.019285917,72.63363648,2.331981182,161.0500336,35.61320114,39.5549202,0.007965091,65000
768.432,18.34739876,,1.163419247,1.22081542,2.022950172,74.21634674,2.25811863,161.0504456,34.93571472,38.36095429,0.004734612,65000
768.584,18.55044365,,1.173537016,1.227579355,2.035482884,80.27310944,2.298239231,161.0508575,33.54946518,38.11123276,0.009162588,65000
768.736,18.53694725,,1.191155076,1.23878789,2.040529251,79.79850006,2.395704031,161.0512543,33.38146973,37.88257599,0.008920696,65000
768.888,18.51753616,,1.210494638,1.251333475,2.04275322,78.14565277,2.48350358,161.0508423,33.1313591,37.66143417,0.007923351,65000
769.04,18.48833084,,1.222251773,1.263999701,2.039591312,75.53401947,2.511230707,161.0446167,33.69907761,37.47247696,0.003080439,65000
769.192,18.53885841,,1.225342631,1.272396326,2.04415369,75.94992065,2.523895264,161.0309448,33.89378357,38.48429108,0.004578342,65000
769.344,18.66903687,,1.217086911,1.287820101,2.048287869,76.49684143,2.484654665,161.017273,33.85870361,40.31459808,0.004031319,65000
769.496,18.60635376,,1.208178997,1.295975566,2.042044878,76.07536316,2.449744225,161.0036163,34.09346008,41.70832443,0.002254553,65000
769.648,18.35083771,,1.202767849,1.304500699,2.037631512,77.56548309,2.440291643,160.9997101,33.0112915,42.30290604,0.001136285,65000
769.8,18.43357277,,1.208902836,1.308197141,2.033741713,75.87499237,2.463002443,161.0383759,33.76644135,42.129879,0.005994457,65000
769.952,18.33240128,,1.216696024,1.307741523,2.043243885,74.97231293,2.478558302,160.9872131,34.61851883,41.94192123,0.012723356,65000
770.104,18.43282509,,1.222763658,1.306744218,2.046611548,73.32386017,2.445418596,160.9880066,34.55326462,41.17474365,0.014470222,65000
770.256,18.59975624,,1.22360003,1.314107657,2.050227404,72.74256897,2.402820349,160.9888153,34.68201065,39.79281235,0.011272733,65000
770.408,18.61173248,,1.22113359,1.317951441,2.054116726,69.01976776,2.383233786,160.9896088,34.88140869,39.06985855,0.008658825,65000
770.56,18.66238976,,1.218241334,1.320858717,2.066315174,68.48097992,2.319606304,160.9904022,35.24264908,39.06985855,0.008723917,65000
770.712,18.57943726,,1.222702026,1.322145104,2.073302031,64.8551712,2.333362579,160.9911957,34.63042069,39.06985855,0.003390865,65000
770.864,18.43089867,,1.232699275,1.303343296,2.0774858,68.08415985,2.288528204,160.9913178,34.22042465,39.06985855,0.001641731,65000
771.016,18.73435211,,1.252457142,1.257134795,2.071549177,67.29024506,2.346575499,160.9871521,34.60490036,39.06985855,-0.001019596,65000
771.168,18.75763512,,1.26402092,1.189306974,2.06703496,72.4941864,2.34960413,160.9875488,34.23173904,39.06985855,0.002602327,65000
771.32,18.5283432,,1.250911832,1.106846452,2.063145161,70.85020447,2.359051228,160.9879456,34.85879898,39.06985855,0.000562518,65000
771.472,18.45836258,,1.185524464,1.039974451,2.060836077,71.14439392,2.345075607,160.9883423,35.47065735,39.06985855,0.001663795,65000
771.624,18.54381943,,1.071649551,1.003013015,2.070285082,70.74239349,2.293197393,160.988739,35.9539299,39.06985855,0.004819421,65000
771.776,18.64006424,,0.955869973,0.999171138,2.06585002,71.65864563,2.291302443,160.989151,37.90271759,39.06985855,0.004159625,65000
771.928,18.68201828,,0.900636256,1.000736475,2.066066265,71.20523071,2.273632526,160.9895477,35.34366608,39.06985855,0.004312165,65000
772.08,18.59760857,,0.942400456,1.006587386,2.055143118,69.72727966,2.292009831,160.9899445,35.55699921,39.06985855,0.000373797,65000
772.232,18.73166657,,1.065059781,1.009438038,2.052700043,69.02799225,2.304843426,160.9903412,35.43233109,39.06985855,0.000319018,65000
772.384,18.84217453,,1.192661643,1.043270826,2.04796505,71.18249512,2.364065647,160.9907379,35.3558197,40.1402092,-0.001132724,65000
772.536,18.68136215,,1.258763671,1.109549642,2.032578707,73.8234787,2.404013157,160.9911346,35.63696289,41.28659058,-0.003452895,65000
772.688,18.57725716,,1.263814807,1.196724415,2.019810677,74.16043091,2.44182992,160.9915314,34.6823082,41.28659058,0.00047967,65000
772.84,18.54988861,,1.244511128,1.263616324,2.00652504,72.91240692,2.45550561,160.9914856,34.30772018,41.28659058,0.002227555,65000
772.992,18.64761734,,1.22682476,1.299813867,2.008653879,71.51711273,2.516788483,160.9872131,35.19497299,41.28659058,0.006348117,65000
773.144,18.44599342,,1.22600925,1.305699945,2.00819397,69.84460449,2.537544727,160.9884033,34.84999847,41.28659058,0.006496918,65000
773.296,18.45319367,,1.226600051,1.291612506,2.009400845,71.75119782,2.532775879,160.9895935,34.79391098,41.67931747,0.008701279,65000
773.448,18.36907768,,1.233620405,1.27254343,2.011315584,77.34842682,2.504709721,160.990799,34.1090622,42.50709152,0.010416878,65000
773.6,18.36860657,,1.228402972,1.255401135,2.014800787,84.1907959,2.501181126,160.9915466,34.17261505,42.94906998,0.015391173,65000
773.752,18.51122284,,1.209562182,1.252713203,2.011003733,90.08258057,2.475604773,160.9862518,33.4498024,42.94906998,0.015807541,65000
773.904,18.41107941,,1.179658175,1.258351803,2.001266718,88.43520355,2.48876667,160.9743652,33.11613083,42.59914398,0.014098775,65000
774.056,18.31349182,,1.157464147,1.272873282,1.994432211,90.34546661,2.494100094,160.9624786,33.29003906,41.77532578,0.009447248,65000
774.208,18.26008797,,1.162483215,1.297827482,1.992415071,87.57954407,2.438930273,160.950592,32.40320969,41.28659058,0.009869781,65000
774.36,18.06664467,,1.191752434,1.328184009,1.984534025,84.86497498,2.338310719,160.9387054,32.76838684,41.28659058,0.009126648,65000
774.512,17.84510613,,1.252523184,1.363142729,1.982399941,82.27988434,2.233741045,160.9276428,32.96826172,41.28659058,0.009579578,65000
774.664,17.7968998,,1.323693872,1.392309904,1.997627735,81.10480499,2.216959715,160.9300385,32.86921692,41.28659058,0.010887692,65000
774.816,17.91784096,,1.367054224,1.418066382,2.027705669,79.58253479,2.264072657,160.9320374,33.24171448,41.28659058,0.013135667,65000
774.968,18.07370186,,1.386265516,1.444170475,2.054721594,79.2357254,2.346671581,160.9275665,33.61494064,39.84153366,0.012156778,65000
775.12,18.34969902,,1.371606469,1.468962431,2.065036774,81.22044373,2.380734921,160.9287567,34.61362457,37.96149826,0.009085554,65000
775.272,18.50573349,,1.345969677,1.485098243,2.070921183,88.08657074,2.375756264,160.9299622,35.51366425,37.96149826,0.005694585,65000
775.424,18.54321289,,1.328650832,1.497998238,2.081234694,95.96595764,2.328318834,160.9311523,33.47381973,37.96149826,0.0049,65000
775.576,18.4160862,,1.345290065,1.508381605,2.085445881,99.9052124,2.341216564,160.9320984,33.43618012,37.96149826,0.000410178,65000
775.728,18.20915222,,1.413783073,1.487040162,2.090374231,105.0650864,2.334808826,160.927536,33.24566269,37.96149826,0.001274993,65000
775.88,18.13263702,,1.425511003,1.422650456,2.078494787,107.1142349,2.393595934,160.9283295,33.84619904,37.96149826,0.000488045,65000
776.032,17.94839859,,1.36179769,1.335889578,2.066891909,109.5727615,2.456735611,160.9291229,33.71805954,37.96149826,0.005876671,65000
776.184,17.77333069,,1.282414556,1.224009037,2.061496973,104.6348496,2.420856476,160.9299316,33.47499847,37.42211533,0.012604885,65000
776.336,17.7343998,,1.271452785,1.118367195,2.045911789,99.47702789,2.258209467,160.9307251,33.45886612,36.31489945,0.015995458,65000
776.488,17.43152237,,1.211782098,1.070958257,2.017741919,93.43638611,2.139081001,160.9315186,32.7491951,35.87783051,0.018389083,65000
776.64,17.30492401,,1.089602709,1.06424284,1.966272235,91.10005188,2.107995033,160.9321899,32.40076447,36.13250732,0.014320389,65000
776.792,17.14657784,,1.033753991,1.067386508,1.94468677,83.38108826,2.098246574,160.9274292,31.77589226,36.42130661,0.037642695,65000
776.944,16.84025383,,1.078245044,1.079904795,1.93804884,80.19688416,2.075565338,160.9232636,33.13985825,36.71007919,0.053627338,65000
777.096,16.74713326,,1.217211723,1.091201305,1.937969685,77.79551697,2.033932924,160.9191132,33.87613678,36.99897385,0.04466321,65000
777.248,16.74324417,,1.308657289,1.125210166,1.949921846,78.9677124,2.068659067,160.9149628,33.35101318,37.26522827,0.022635019,65000
777.4,16.73935509,,1.396744132,1.201553941,1.969784617,78.00049591,2.104433298,160.9107971,33.50503922,37.40717697,0.010045022,65000
777.552,16.735466,,1.452701211,1.303664684,1.992608428,75.33071137,2.146852016,160.9066467,33.25535584,37.33628082,0.0124519,65000
777.704,16.85889053,,1.483670712,1.391732931,2.011021853,73.97408295,2.158751249,160.9024963,32.85043335,37.16956329,0.026221776,65000
777.856,17.05284691,,1.427054405,1.471174359,2.021228075,78.34986877,2.199053049,160.8983307,33.12995529,37.03468323,0.044148628,65000
778.008,17.27797508,,1.328584075,1.53110075,2.016423941,82.50727844,2.292109728,160.8941803,32.38578415,36.91386032,0.045776021,65000
778.16,17.42212868,,1.283030748,1.559874415,2.003165484,83.93018341,2.369878054,160.8900299,32.2264061,36.07955933,0.022399277,65000
778.312,17.67621803,,1.314026713,1.575895548,2.012279987,77.07444763,2.346864939,160.8858643,32.74979401,32.88284302,0.005632026,65000
778.464,17.91014099,,1.370072246,1.580811381,2.037019014,72.02711487,2.227247953,160.8817139,33.24882889,29.56295776,0.003822648,65000
778.616,18.16807747,,1.41717279,1.587974072,2.05737257,70.81495667,2.210444927,160.8775482,35.56014252,29.32471466,0.005108668,65000
778.768,18.68024445,,1.453139663,1.597718954,2.07076025,70.64337158,2.234467745,160.9267426,33.76185989,29.05179024,0.004340982,65000
778.92,18.51869392,,1.469089508,1.599193335,2.081092835,70.84479523,2.253986836,160.8982391,33.6946907,28.75349617,0.002844966,65000
779.072,18.0903759,,1.461399674,1.591803193,2.08946538,73.87168121,2.225531578,160.868515,33.32836533,27.6923523,0.00275035,65000
779.224,18.41596603,,1.432498694,1.567749262,2.091799974,77.17550659,2.220464945,160.8683777,32.95436096,25.37035942,0.002550978,65000
779.376,18.96794128,,1.39199841,1.530784488,2.086375952,80.36597443,2.314254761,160.8688507,33.42885971,23.70001411,0.002747694,65000
779.528,19.09251022,,1.340314865,1.485418201,2.073193312,80.24931335,2.403597593,160.8693237,32.96046829,23.71310806,0.002553634,65000
779.68,18.60367203,,1.282140493,1.442406893,2.060257196,79.70687103,2.415031672,160.869812,31.88851738,23.82543755,0.004815267,65000
779.832,18.26170921,,1.234140992,1.410864711,2.039139509,82.82385254,2.384618759,160.870285,32.66205597,23.93774605,-0.000836717,65000
779.984,18.14962006,,1.203991771,1.390316606,2.024557829,84.89196777,2.347584963,160.8707581,32.24399567,24.04350281,-0.004927146,65000
780.136,18.25294685,,1.196982384,1.379477382,2.021500111,88.0876236,2.358556271,160.8712463,32.73308182,29.13153267,-0.005741191,65000
780.288,18.30189323,,1.223814249,1.377611876,2.034757137,88.58768463,2.407644272,160.8717194,32.60714722,38.6729393,8.27E-05,65000
780.44,18.33922386,,1.260814548,1.386500359,2.047636509,85.94428253,2.460200071,160.8721924,33.34314346,39.06985855,0.002561402,65000
780.592,18.32776451,,1.284978986,1.400515795,2.056061506,84.28477478,2.460748196,160.8726807,33.05458832,39.06985855,0.00273727,65000
780.744,18.35449219,,1.298861027,1.419745565,2.066461086,81.73239136,2.420310497,160.8681488,32.80044556,39.06985855,0.002295304,65000
780.896,18.28090668,,1.324316144,1.437240005,2.079468489,83.21826172,2.370299816,160.8688202,32.75775147,39.06985855,0.003940763,65000
781.048,18.05735779,,1.352530837,1.450865507,2.087866068,83.45848084,2.358700037,160.8697662,32.52077484,41.03743362,0.0049,65000
781.2,17.96879959,,1.366478562,1.459614635,2.084621429,80.7797699,2.322387219,160.8707275,33.09240341,45.16579819,0.002974642,65000
781.352,17.90677452,,1.356866717,1.465801477,2.083322525,79.39820099,2.275581837,160.8716736,33.24794769,45.16579819,0.00166937,65000
781.504,17.9058876,,1.339667201,1.471619964,2.091705799,80.44371796,2.238576412,160.8726349,33.02276611,45.16579819,0.003409954,65000
781.656,17.97312927,,1.326915741,1.478716373,2.093141794,81.80044556,2.241954327,160.8682251,33.81999207,46.103508,0.003088103,65000
781.808,17.97961617,,1.30921948,1.481400013,2.086704493,80.67675781,2.280651093,160.8686523,34.37376404,47.93675995,0.0024,65000
781.96,18.11109352,,1.301149368,1.475088835,2.076387644,76.58115387,2.305752516,160.8694458,35.45303726,47.93675995,0.000187835,65000
782.112,18.09635735,,1.327377796,1.456466317,2.082412481,74.24529266,2.299154759,160.8702393,35.42166138,47.93675995,0.002824618,65000
782.264,18.20833206,,1.358201385,1.43186307,2.085381746,71.79853821,2.299263001,160.8710327,34.49194336,47.93675995,0.005545726,65000
782.416,18.4576664,,1.34771502,1.409073949,2.070173979,72.7551651,2.303986073,160.8718414,34.75602341,47.93675995,0.004935396,65000
782.568,18.55689049,,1.299371839,1.394483447,2.03745985,74.85809326,2.305916786,160.8726349,34.55831146,47.93675995,0.003759587,65000
782.72,18.21371079,,1.252151966,1.381288767,2.004713774,78.44420624,2.302900791,160.8683014,35.10705185,47.93675995,0.000593868,65000
782.872,17.99578476,,1.231076002,1.361075163,1.991623163,77.76617432,2.341705084,160.8601227,34.93464279,47.93675995,0.001159345,65000
783.024,18.06345558,,1.229966521,1.337700725,1.995765448,75.38680267,2.387465477,160.8516388,34.88389206,48.4361496,0.0024,65000
783.176,18.138937,,1.233919144,1.318015695,2.005801678,73.86781311,2.373313427,160.8431397,34.4569664,50.12172699,0.005800862,65000
783.328,18.06806183,,1.23289144,1.304789662,2.008545876,75.11550903,2.340274811,160.8346558,34.07395172,51.21248245,0.0087407,65000
783.48,17.9863739,,1.227778077,1.296491146,2.004178047,75.99234772,2.309360981,160.8261566,34.93580627,50.95988464,0.007426568,65000
783.632,18.07562828,,1.219506145,1.28967154,1.997709513,74.70908356,2.304178,160.8176575,34.58892441,50.69237137,0.004185807,65000
783.784,18.08258438,,1.207936645,1.284685254,1.995719194,75.12223816,2.29410553,160.8091736,34.28582764,50.39994049,0.002033168,65000
783.936,18.0179863,,1.198907733,1.275370359,2.003313303,77.77762604,2.31887722,160.809372,34.28362656,50.15348816,0.002979623,65000
784.088,18.11509705,,1.195686102,1.260923863,2.017376185,80.84156036,2.362647295,160.8105774,33.73163605,46.82321549,0.005373248,65000
784.24,18.04417801,,1.192303896,1.249519229,2.028169155,81.77070618,2.372168779,160.8117676,33.52379608,36.68907547,0.006605721,65000
784.392,18.09583664,,1.175541878,1.244882107,2.032417774,85.0503006,2.395283699,160.8129578,33.17477417,30.42037392,0.009174874,65000
784.544,18.35804749,,1.14647758,1.253618598,2.029622793,88.46257019,2.440535545,160.8109741,32.80076981,30.30165482,0.010700001,65000
784.696,18.31789208,,1.125530243,1.271570802,2.028507233,91.40042877,2.513210058,160.8085785,32.86574554,30.43357086,0.01190726,65000
784.848,18.28448677,,1.138309598,1.289877176,2.032845736,89.05641174,2.490137577,160.8090057,32.44334793,30.57314301,0.011798539,65000
785,18.43095017,,1.183127999,1.313832402,2.042200327,83.19696045,2.42313385,160.8097992,32.81732559,30.69132805,0.009764037,65000
785.152,18.54652214,,1.230117798,1.34378469,2.051546097,78.88991547,2.369386196,160.8105927,32.90797043,31.24373627,0.006476918,65000
785.304,18.63372421,,1.262696028,1.382492304,2.061638117,77.09230804,2.341073275,160.8114014,33.5625,32.69704819,0.0049,65000
785.456,18.81948662,,1.286682844,1.424604416,2.073307037,76.84939575,2.324081183,160.8121948,34.09433746,33.90996552,0.004014475,65000
785.608,19.01369858,,1.306831121,1.468375206,2.087267876,74.63441467,2.340898037,160.8129883,33.51548004,35.05029678,0.002577229,65000
785.76,19.06897354,,1.315026522,1.505026698,2.094870091,70.75891113,2.367360115,160.80896,33.8150444,35.68655777,-0.000866686,65000
785.912,19.19901085,,1.308586121,1.525578618,2.099136114,68.57901764,2.361637592,160.8093414,33.80043411,35.74477387,-0.0029,65000
786.064,19.32408905,,1.31164217,1.533560872,2.101599932,70.10784149,2.301411152,160.8105316,33.8143425,35.74477387,-0.003189863,65000
786.216,19.32572937,,1.328080058,1.529542446,2.106102943,73.59272003,2.253537178,160.8117218,34.0319519,35.74477387,-0.002014477,65000
786.368,19.3125,,1.337624431,1.521491289,2.112734079,76.38240814,2.277541876,160.8129273,33.5382843,36.51357651,-0.000137778,65000
786.52,19.49129868,,1.321563602,1.517455697,2.114112854,78.24225617,2.299655676,160.809021,33.44400024,38.99508286,0.001873181,65000
786.672,19.66059494,,1.278587222,1.515460968,2.104415894,78.08324432,2.285472393,160.6060791,32.81112671,41.08358002,0.003754254,65000
786.824,19.63438797,,1.250911713,1.505190373,2.093221903,77.86263275,2.206744909,159.9650574,32.1682663,41.28659058,0.003833153,65000
786.976,19.39983177,,1.270796061,1.486434102,2.095329046,75.54285431,2.202773809,159.2517395,33.22196579,41.28659058,0.004528381,65000
787.128,19.4605751,,1.315379858,1.465988517,2.112739801,74.37739563,2.254466772,158.5384369,33.23503494,41.28659058,0.005905381,65000
787.28,19.51149178,,1.337017775,1.452081919,2.124117613,73.56051636,2.312560558,157.8749847,33.92305756,40.54493332,0.006076449,65000
787.432,19.40448952,,1.316151738,1.4514817,2.126112461,73.34838867,2.314823151,157.620636,33.91285706,37.70886231,0.005343778,65000
787.584,19.45979691,,1.285292983,1.454653621,2.127000094,73.15625763,2.290367365,157.4440002,34.08797455,34.83683395,0.00622856,65000
787.736,19.36927795,,1.279798865,1.457799554,2.132343769,71.68636322,2.319897652,156.2246704,34.23415375,34.63640976,0.008401821,65000
787.888,19.36135101,,1.289024591,1.462631583,2.134561777,69.7201004,2.364290953,155.1424866,33.94740677,34.63640976,0.0093,65000
788.04,19.52129936,,1.296164513,1.468019009,2.131763458,67.13030243,2.356158733,154.5248413,34.49624634,35.12526703,0.009027201,65000
788.192,19.54416657,,1.307324171,1.476020813,2.126610756,67.1930542,2.313843489,153.5977783,34.7332077,37.2638588,0.010917476,65000
788.344,19.58316231,,1.341903567,1.488391399,2.116676092,68.65538025,2.29479146,153.9075928,34.57751083,39.56610489,0.012970251,65000
788.496,19.56495285,,1.38150239,1.506667733,2.092415094,70.17694092,2.327650785,154.4520874,35.04472351,39.3505249,0.011101678,65000
788.648,19.60873413,,1.387683511,1.528110623,2.062601566,72.35863495,2.328111887,155.8600617,35.03568649,39.12581635,0.007693874,65000
788.8,19.51169205,,1.377224207,1.54278791,2.049734592,72.80898285,2.259009838,157.2232819,36.01481247,38.90116501,0.00656636,65000
788.952,19.46799469,,1.385926366,1.54636991,2.061256409,72.37876129,2.205165625,158.77211,35.45160675,38.67660141,0.010192405,65000
789.104,19.6440258,,1.404727578,1.539729357,2.082584381,71.84416962,2.241887569,158.6473846,34.75491333,38.45193481,0.018315852,65000
789.256,19.63750458,,1.39777422,1.528532624,2.089753389,72.49318695,2.313766718,159.2138519,35.00576782,38.20604706,0.023687126,65000
789.408,19.27627754,,1.360313773,1.516769409,2.075682879,73.49723816,2.357277632,159.5209961,34.72647858,37.96149826,0.018030437,65000
789.56,19.21104813,,1.323667407,1.505661488,2.060396433,72.88559723,2.369907141,160.3215637,33.96105957,37.96149826,0.008927533,65000
789.712,19.22863007,,1.31303227,1.494953632,2.057633638,72.43959808,2.402583599,160.55867,34.85025406,37.96149826,0.005124825,65000
789.864,19.0062542,,1.313394904,1.487294912,2.06461525,70.86122131,2.459620714,161.9875336,34.73645783,37.96149826,0.003885873,65000
790.016,19.05703163,,1.310528159,1.485860348,2.077307224,70.11167145,2.467499971,161.6040497,34.43434906,37.96149826,0.004422943,65000
790.168,19.3153038,,1.318046331,1.487317562,2.089953184,69.82556915,2.446138382,161.6391144,33.62135696,37.96149826,0.003161212,65000
790.32,19.65860939,,1.34199214,1.487793803,2.098686218,70.86877441,2.388008833,161.0976257,33.58310318,37.32824326,0.001506159,65000
790.472,19.85165787,,1.367272615,1.48483181,2.103564501,70.35647583,2.328007937,159.3891754,33.04702377,33.55784988,0.002705187,65000
790.624,19.91421127,,1.374994993,1.485357285,2.103545189,68.90882111,2.332091093,158.2167358,33.17199326,30.75708771,0.0034,65000
790.776,20.02326965,,1.365720511,1.486854076,2.099655628,71.62024689,2.388592482,157.5899506,33.52202225,30.75708771,0.00464648,65000
790.928,20.0936203,,1.34530735,1.487780452,2.093782187,73.7464447,2.487838507,156.9164581,33.59999847,30.75708771,0.00396585,65000
791.08,20.04773903,,1.324304819,1.495034218,2.087876082,73.44757843,2.578677416,156.525238,34.0078125,30.75708771,0.003677152,65000
791.232,19.89240837,,1.308255673,1.49710536,2.085900068,71.95156097,2.598833323,155.7694244,34.25039291,30.83333397,0.006086874,65000
791.384,19.8273983,,1.305021286,1.48936677,2.088778973,71.52297974,2.542988062,152.730011,34.45402908,31.1930275,0.007775936,65000
791.536,19.69255066,,1.324719667,1.474887848,2.094663382,69.69109345,2.460077286,149.9098053,35.07603073,31.56435967,0.00758672,65000
791.688,19.5231781,,1.345495343,1.45823586,2.103347063,65.17288208,2.409516811,148.1250305,34.782444,31.88381767,0.0063,65000
791.84,19.51627541,,1.350640059,1.444623947,2.113143921,62.49747467,2.38245368,148.0265961,34.79637146,32.09542465,0.00654,65000
791.992,19.49255371,,1.349599958,1.43425405,2.11624527,64.49819183,2.326984882,150.1407776,34.75593948,32.39263916,0.004938358,65000
792.144,19.50667954,,1.344041705,1.429274797,2.108739138,67.83448792,2.263822079,152.0090179,35.56854248,49.60564804,0.001759836,65000
792.296,19.22097969,,1.329105377,1.425855994,2.09327817,70.22420502,2.2337749,153.3895721,37.06413651,105.8393784,0.001398383,65000
792.448,18.89214516,,1.311495066,1.424270153,2.074831724,70.55635834,2.228432179,153.1355591,36.47438431,114.364418,0.002870177,65000
792.6,18.92851639,,1.306814194,1.429381728,2.064500094,71.51292419,2.221343041,151.4292297,36.68738937,169.0254517,0.006158374,65000
792.752,18.96488571,,1.328328133,1.432322145,2.067196369,73.12567902,2.21819377,149.7624817,37.13528061,169.0254517,0.011763785,65000
792.904,19.04938698,,1.368453264,1.426972985,2.077510595,72.69858551,2.246417284,149.7176666,36.9716301,169.0254517,0.018898545,65000
793.056,19.2255497,,1.40289402,1.424719095,2.085026979,72.9271698,2.338581324,151.336731,36.76651382,154.3608246,0.02458933,65000
793.208,19.26525879,,1.406090498,1.428038716,2.08043623,73.52586365,2.454699993,154.2780609,34.98833466,97.92014313,0.023161205,65000
793.36,19.1860714,,1.372015715,1.430699945,2.071748495,74.90953064,2.489879131,157.2855682,35.92079926,55.78498459,0.01718404,65000
793.512,19.30895233,,1.333639264,1.427584052,2.060213327,74.29434204,2.410981655,159.0703125,36.48349381,49.59925079,0.009000259,65000
793.664,19.50061989,,1.318651319,1.418996453,2.048345327,72.00283051,2.289147139,158.6583557,36.49742889,49.59925079,0.003047035,65000
793.816,19.50839233,,1.321960211,1.406986117,2.038626432,68.60279846,2.252212763,156.4210663,37.04675293,49.59925079,0.003294192,65000
793.968,19.55360985,,1.338307023,1.386402011,2.034930229,65.9001236,2.290982962,154.9939575,37.32352448,49.59925079,0.007295533,65000
794.12,19.74637032,,1.355525851,1.363218308,2.036262035,65.16803742,2.310301542,154.2587433,37.90895462,49.59925079,0.008976587,65000
794.272,19.74699211,,1.362150312,1.349367142,2.036911011,67.27178192,2.267185211,155.5693054,38.22013092,49.59925079,0.008616117,65000
794.424,19.7303524,,1.347452283,1.337698221,2.03739953,67.01780701,2.25346756,156.5850372,37.87878799,47.63156891,0.010081976,65000
794.576,19.82657814,,1.3214252,1.323905587,2.03177619,65.57470703,2.295222044,157.0522308,37.90192795,37.61021042,0.008109765,65000
794.728,19.88609886,,1.297090054,1.309847951,2.019762039,62.94710541,2.335678816,158.1022949,37.79873276,36.63890076,0.0059,65000
794.88,19.84600067,,1.278619528,1.296593785,1.997257233,64.08818054,2.306155682,158.6522217,38.33960724,36.90524292,0.010266434,65000
795.032,19.68188095,,1.2662462,1.283781648,1.974246264,65.2420578,2.228791475,158.3447113,38.62169266,37.19405747,0.029628538,65000
795.184,19.4381485,,1.256996751,1.276002407,1.96250236,65.74950409,2.173359871,158.7707977,38.34797669,37.48284531,0.050774831,65000
795.336,19.11242867,,1.257538438,1.269861579,1.953504682,64.94142151,2.172766686,159.3532105,38.42013931,37.75735855,0.04894444,65000
795.488,18.75651169,,1.262638688,1.271649361,1.960324645,63.71842575,2.209492922,159.1265564,38.48455429,37.95016861,0.042628087,65000
795.64,18.83043289,,1.268217683,1.278544426,1.981735468,64.67501831,2.252350807,158.5073395,39.09935379,37.96149826,0.043489672,65000
795.792,19.07002449,,1.271695137,1.284297824,1.998375893,66.98466492,2.284787893,157.1937714,38.78009415,37.96149826,0.044137731,65000
795.944,19.42204094,,1.273399949,1.29360354,2.012406111,71.12445068,2.323428392,156.0397186,37.73625183,37.96149826,0.037089471,65000
796.096,19.56779862,,1.272220135,1.300020456,2.01813364,71.32958221,2.354819536,155.171936,37.10428619,38.02031326,0.021703417,65000
796.248,19.62337112,,1.271672487,1.303740859,2.040316343,71.16986847,2.364432097,153.8909302,36.57172775,38.81352997,0.023576925,65000
796.4,19.7088089,,1.271832466,1.30937326,2.057873964,69.83016968,2.350730658,151.7957001,36.48649597,39.62398911,0.029436916,65000
796.552,19.61239052,,1.271855712,1.316215038,2.067601442,71.91162872,2.330444098,149.9025574,36.30595779,39.59522247,0.03018829,65000
796.704,19.7344017,,1.279286861,1.322243333,2.074133873,74.58326721,2.361391306,148.9622345,35.83705902,39.46533585,0.022249829,65000
796.856,19.75287628,,1.292488098,1.328666806,2.08976078,79.16294098,2.459777117,148.8085632,35.57846451,39.28450012,0.018175669,65000
797.008,19.89133263,,1.301430464,1.336269498,2.097226143,82.77443695,2.568318605,149.9057159,33.87292862,39.13284683,0.014052182,65000
797.16,19.94104958,,1.298638463,1.346251488,2.095052958,83.61518097,2.593438864,151.0336762,33.30682755,40.26996613,0.010362911,65000
797.312,19.85857773,,1.301691413,1.362460017,2.087899923,82.55923462,2.503185749,150.2623138,33.69161987,41.8407135,0.0059,65000
797.464,20.10915375,,1.311791658,1.379958272,2.090889931,81.64480591,2.408155203,148.8938294,34.14783096,41.8407135,0.004558344,65000
797.616,20.19869232,,1.330661178,1.39594996,2.099430561,78.53907013,2.379835129,147.6848297,34.48274994,41.8407135,0.003542023,65000
797.768,20.13470268,,1.349075079,1.407675028,2.108448505,76.86058807,2.424021959,146.1439667,34.56900024,41.8407135,0.004114737,65000
797.92,20.10153961,,1.362327814,1.427534223,2.113300085,75.07772064,2.446760893,146.6019287,34.8939743,41.8407135,0.003614059,65000
798.072,20.0508728,,1.36682725,1.45174861,2.111846447,74.81758881,2.400258541,147.3140717,35.06900024,40.45630264,0.006150918,65000
798.224,20.04862404,,1.366940379,1.473389149,2.110103369,73.78092194,2.383816481,147.3974152,35.04836655,33.43055725,0.008602451,65000
798.376,20.0033989,,1.373937607,1.49170661,2.11633873,71.69247437,2.401333571,147.3206024,35.33815765,32.4373169,0.013714913,65000
798.528,19.90351677,,1.391650558,1.503482938,2.126424074,72.21708679,2.374263048,146.2420807,35.34613419,32.55231094,0.014271375,65000
798.68,19.99275589,,1.412005901,1.507437468,2.130313635,72.37412262,2.298549652,144.7138367,35.59414673,32.65340424,0.011742592,65000
798.832,20.04001236,,1.427326322,1.507159829,2.130712986,76.26986694,2.212471485,144.7877045,35.70772934,32.74967194,0.007940173,65000
798.984,20.00557137,,1.426635146,1.506764174,2.119999409,77.21878815,2.254176378,145.3600617,35.97774887,32.8488884,0.005728448,65000
