DEPTH_MD,CALI,RSHA,CALI,RSHA,CALI,RSHA,CALI
1373.892393,12.26473713,0.98367703,-10.29738307,-21.57844317,-32.85950327,-44.14056337,-55.42162347
1374.044393,12.26778793,1.106662512,-10.05446291,-21.21558832,-32.37671374,-43.53783916,-54.69896458
1374.196393,12.25441551,1.157379389,-9.939656732,-21.03669285,-32.13372897,-43.2307651,-54.32780122
1374.348393,12.26671314,1.156128883,-9.954455374,-21.06503963,-32.17562389,-43.28620815,-54.3967924
1374.500393,12.22336674,1.162915349,-9.897536042,-20.95798743,-32.01843882,-43.07889022,-54.13934161
1374.652393,12.2031002,1.041377664,-10.12034487,-21.28206741,-32.44378994,-43.60551248,-54.76723502
1374.804393,12.2472496,1.015771508,-10.21570658,-21.44718468,-32.67866277,-43.91014086,-55.14161895
1374.956393,12.24364853,1.099923849,-10.04380083,-21.18752551,-32.33125019,-43.47497488,-54.61869956
1375.108393,12.21792507,0.95562917,-10.30666673,-21.56896263,-32.83125853,-44.09355443,-55.35585033
1375.260393,12.23820305,0.979774713,-10.27865362,-21.53708196,-32.7955103,-44.05393864,-55.31236697
1375.412393,12.27170849,0.923979104,-10.42375028,-21.77147967,-33.11920905,-44.46693844,-55.81466783
1375.564393,12.29204941,0.926255763,-10.43953788,-21.80533153,-33.17112518,-44.53691883,-55.90271247
1375.716393,12.30765724,0.962117136,-10.38342297,-21.72896307,-33.07450318,-44.42004328,-55.76558338
1375.868393,12.30176354,0.960459888,-10.38084376,-21.72214742,-33.06345107,-44.40475472,-55.74605837
1376.020393,12.28613949,0.979940474,-10.32625854,-21.63245756,-32.93865657,-44.24485559,-55.55105461
1376.172393,12.23858738,0.973013282,-10.29256082,-21.55813491,-32.82370901,-44.08928311,-55.35485721
1376.324393,12.2134285,1.080414176,-10.05260015,-21.18561447,-32.3186288,-43.45164312,-54.58465744
1376.476393,12.27445602,1.034519553,-10.20541691,-21.44535338,-32.68528985,-43.92522632,-55.16516278
1376.628393,12.29413605,1.099824548,-10.09448695,-21.28879846,-32.48310996,-43.67742146,-54.87173296
1376.780393,12.27852726,1.198937893,-9.880651474,-20.96024084,-32.03983021,-43.11941958,-54.19900894
1376.932393,12.26817799,1.331830978,-9.604516034,-20.54086305,-31.47721006,-42.41355707,-53.34990408
1377.084393,12.2656002,1.273386478,-9.718827244,-20.71104097,-31.70325469,-42.69546841,-53.68768213
1377.236393,12.27596092,1.284278035,-9.70740485,-20.69908774,-31.69077062,-42.68245351,-53.67413639
1377.388393,12.28120041,1.607200742,-9.066798926,-19.74079859,-30.41479826,-41.08879793,-51.7627976
1377.540393,12.2606287,1.635751486,-8.989125728,-19.61400294,-30.23888016,-40.86375737,-51.48863458
1377.692393,12.23975754,1.23434937,-9.7710588,-20.77646697,-31.78187514,-42.78728331,-53.79269148
1377.844393,12.2343998,1.077726007,-10.07894779,-21.23562158,-32.39229537,-43.54896917,-54.70564296
1377.996393,12.22423935,1.024293065,-10.17565322,-21.37559951,-32.57554579,-43.77549208,-54.97543836
1378.148393,12.22891998,1.245369911,-9.738180158,-20.72173023,-31.7052803,-42.68883037,-53.67238043
1378.300393,12.2343998,1.217915058,-9.798569684,-20.81505443,-31.83153917,-42.84802391,-53.86450865
1378.452393,12.22436237,1.126356602,-9.971649166,-21.06965493,-32.1676607,-43.26566647,-54.36367224
1378.604393,12.2137394,1.039959431,-10.13382054,-21.30760051,-32.48138048,-43.65516045,-54.82894041
1378.756393,12.20592308,1.042494059,-10.12093496,-21.28436398,-32.447793,-43.61122203,-54.77465105
1378.908393,12.2031002,1.023839355,-10.15542149,-21.33468234,-32.51394318,-43.69320403,-54.87246487
1379.060393,12.2031002,1.032100201,-10.1388998,-21.3098998,-32.4808998,-43.6518998,-54.82289979
1379.212393,12.2031002,1.108080506,-9.986939188,-21.08195888,-32.17697858,-43.27199827,-54.36701796
1379.364393,12.19331169,1.152898789,-9.887514112,-20.92792701,-31.96833991,-43.00875282,-54.04916572
1379.516393,12.21682358,1.141255498,-9.934312584,-21.00988067,-32.08544875,-43.16101683,-54.23658491
1379.668393,12.25867653,1.134755254,-9.989166022,-21.1130873,-32.23700857,-43.36092985,-54.48485113
1379.820393,12.2395525,1.120776296,-9.997999908,-21.11677611,-32.23555232,-43.35432852,-54.47310472
1379.972393,12.20911026,1.022700667,-10.16370893,-21.35011852,-32.53652811,-43.72293771,-54.9093473
1380.124393,12.18871784,1.042974234,-10.10276937,-21.24851298,-32.39425658,-43.54000019,-54.6857438
1380.276393,12.17492771,1.085639358,-10.00364899,-21.09293735,-32.1822257,-43.27151405,-54.3608024
1380.428393,12.16474342,1.046686411,-10.0713706,-21.18942761,-32.30748462,-43.42554163,-54.54359863
1380.580393,12.15302467,0.964504361,-10.22401595,-21.41253626,-32.60105657,-43.78957688,-54.97809718
1380.732393,12.20034218,0.984402358,-10.23153746,-21.44747729,-32.66341711,-43.87935693,-55.09529675
1380.884393,12.2343998,1.067713022,-10.09897376,-21.26566053,-32.43234731,-43.59903409,-54.76572087
1381.036393,12.23906899,1.079560638,-10.07994771,-21.23945607,-32.39896442,-43.55847277,-54.71798112
1381.188393,12.25614452,1.067995906,-10.12015271,-21.30830132,-32.49644994,-43.68459855,-54.87274716
1381.340393,12.2656002,1.155265927,-9.955068346,-21.06540262,-32.17573689,-43.28607117,-54.39640544
1381.492393,12.27020741,1.213087201,-9.844033008,-20.90115322,-31.95827343,-43.01539364,-54.07251384
1381.644393,12.28721905,1.201021433,-9.885176184,-20.9713738,-32.05757142,-43.14376904,-54.22996665
1381.796393,12.2968998,1.191115498,-9.914668804,-21.02045311,-32.12623741,-43.23202171,-54.33780601
1381.948393,12.30144787,1.192881703,-9.915684464,-21.02425063,-32.1328168,-43.24138297,-54.34994913
1382.100393,12.3046999,1.13864696,-10.02740598,-21.19345892,-32.35951186,-43.5255648,-54.69161774
1382.252393,12.3046999,1.101050854,-10.10259819,-21.30624724,-32.50989628,-43.71354533,-54.91719438
1382.404393,12.3046999,1.19897449,-9.90675092,-21.01247633,-32.11820174,-43.22392715,-54.32965256
1382.556393,12.3002348,1.251067758,-9.798099284,-20.84726633,-31.89643337,-42.94560041,-53.99476745
1382.708393,12.2968998,1.255648613,-9.785602574,-20.82685376,-31.86810495,-42.90935614,-53.95060732
1382.860393,12.30574703,1.237967968,-9.829811094,-20.89759016,-31.96536922,-43.03314828,-54.10092734
1383.012393,12.30809689,1.133399606,-10.04129768,-21.21599496,-32.39069225,-43.56538953,-54.74008681
1383.164393,12.30908203,1.122312546,-10.06445694,-21.25122642,-32.43799591,-43.62476539,-54.81153487
1383.316393,12.3125,1.229260564,-9.853978872,-20.93721831,-32.02045774,-43.10369718,-54.18693662
1383.468393,12.3125,1.258826852,-9.794846296,-20.84851944,-31.90219259,-42.95586574,-54.00953889
1383.620393,12.3125,1.222364664,-9.867770672,-20.95790601,-32.04804134,-43.13817668,-54.22831202
1383.772393,12.3125,1.190237284,-9.932025432,-21.05428815,-32.17655086,-43.29881358,-54.4210763
1383.924393,12.321064,1.193475723,-9.934112554,-21.06170083,-32.18928911,-43.31687739,-54.44446566
1384.076393,12.3281002,1.202646017,-9.922808166,-21.04826235,-32.17371653,-43.29917072,-54.4246249
1384.228393,12.3281002,1.235384226,-9.857331748,-20.95004772,-32.0427637,-43.13547967,-54.22819564
1384.380393,12.3281002,1.230136156,-9.867827888,-20.96579193,-32.06375598,-43.16172002,-54.25968406
1384.532393,12.33229923,1.172391772,-9.987515686,-21.14742314,-32.3073306,-43.46723806,-54.62714552
1384.684393,12.28152752,1.018637538,-10.24425244,-21.50714243,-32.77003241,-44.03292239,-55.29581237
1384.836393,12.18440342,0.957321644,-10.26976013,-21.49684191,-32.72392368,-43.95100546,-55.17808724
1384.988393,12.15716744,1.003430367,-10.15030671,-21.30404378,-32.45778085,-43.61151793,-54.765255
1385.140393,12.18833447,1.298144937,-9.592044596,-20.48223413,-31.37242366,-42.2626132,-53.15280273
1385.292393,12.2031002,1.562550187,-9.077999826,-19.71854984,-30.35909985,-40.99964987,-51.64019988
1385.444393,12.2031002,1.323723435,-9.55565333,-20.4350301,-31.31440686,-42.19378363,-53.07316039
1385.596393,12.190938,0.957566679,-10.27580464,-21.50917596,-32.74254728,-43.97591861,-55.20928993
1385.748393,12.19180965,0.947395682,-10.29701829,-21.54143225,-32.78584622,-44.03026019,-55.27467416
1385.900393,12.2031002,1.114232063,-9.974636074,-21.06350421,-32.15237235,-43.24124049,-54.33010862
1386.052393,12.21913147,1.161612153,-9.895907164,-20.95342648,-32.0109458,-43.06846512,-54.12598443
1386.204393,12.23837376,1.14268744,-9.95299888,-21.0486852,-32.14437152,-43.24005784,-54.33574416
1386.356393,12.25406075,1.111125588,-10.03180957,-21.17474474,-32.3176799,-43.46061506,-54.60355022
1386.508393,12.2656002,1.085793257,-10.09401369,-21.27382063,-32.45362757,-43.63343452,-54.81324146
1386.660393,12.2656002,1.083983302,-10.0976336,-21.27925049,-32.46086739,-43.64248429,-54.82410119
1386.812393,12.2656002,1.094699979,-10.07620024,-21.24710046,-32.41800068,-43.58890091,-54.75980113
1386.964393,12.2656002,1.077282071,-10.11103606,-21.29935419,-32.48767232,-43.67599045,-54.86430857
1387.116393,12.2656002,1.044644356,-10.17631149,-21.39726733,-32.61822318,-43.83917902,-55.06013486
1387.268393,12.2656002,1.025470734,-10.21465873,-21.4547882,-32.69491766,-43.93504713,-55.1751766
1387.420393,12.25417423,1.065835476,-10.12250328,-21.31084203,-32.49918079,-43.68751954,-54.87585829
1387.572393,12.2421999,1.000609994,-10.24097991,-21.48256982,-32.72415972,-43.96574963,-55.20733954
1387.724393,12.23843288,0.955179513,-10.32807385,-21.61132722,-32.89458059,-44.17783396,-55.46108732
1387.876393,12.20438099,0.973163188,-10.25805461,-21.48927242,-32.72049022,-43.95170802,-55.18292582
1388.028393,12.19801426,0.963270009,-10.27147424,-21.50621849,-32.74096274,-43.975707,-55.21045125
1388.180393,12.25251961,1.025729418,-10.20106077,-21.42785097,-32.65464116,-43.88143135,-55.10822154
1388.332393,12.29230881,1.052787185,-10.18673444,-21.42625607,-32.66577769,-43.90529932,-55.14482094
1388.484393,12.30103302,1.105343938,-10.09034514,-21.28603423,-32.48172331,-43.67741239,-54.87310147
1388.636393,12.28591633,1.11874938,-10.04841757,-21.21558452,-32.38275147,-43.54991842,-54.71708537
1388.788393,12.27702522,1.099322557,-10.07838011,-21.25608277,-32.43378543,-43.6114881,-54.78919076
1388.940393,12.26317883,1.111579537,-10.04001976,-21.19161905,-32.34321834,-43.49481764,-54.64641693
1389.092393,12.2421999,1.106477857,-10.02924419,-21.16496623,-32.30068827,-43.43641032,-54.57213236
1389.244393,12.2421999,1.14076066,-9.96067858,-21.06211782,-32.16355706,-43.2649963,-54.36643554
1389.396393,12.2457428,1.212900043,-9.819942714,-20.85278547,-31.88562823,-42.91847099,-53.95131374
1389.548393,12.24295712,1.19524765,-9.85246182,-20.90017129,-31.94788076,-42.99559023,-54.0432997
1389.700393,12.2343998,1.193998337,-9.846403126,-20.88680459,-31.92720605,-42.96760752,-54.00800898
1389.852393,12.24136066,1.289381504,-9.662597652,-20.61457681,-31.56655596,-42.51853512,-53.47051428
1390.004393,12.24307537,1.210094571,-9.822886228,-20.85586703,-31.88884783,-42.92182863,-53.95480942
1390.156393,12.22058773,1.045393586,-10.12980056,-21.3049947,-32.48018885,-43.65538299,-54.83057713
1390.308393,12.20998573,1.168834806,-9.872316118,-20.91346704,-31.95461797,-42.99576889,-54.03691981
1390.460393,12.21195507,1.273646951,-9.664661168,-20.60296929,-31.54127741,-42.47958553,-53.41789364
1390.612393,12.2031002,1.274590135,-9.65391993,-20.58243,-31.51094006,-42.43945013,-53.36796019
1390.764393,12.2031002,1.217613936,-9.767872328,-20.75335859,-31.73884486,-42.72433112,-53.70981738
1390.916393,12.2031002,1.216451287,-9.770197626,-20.75684654,-31.74349545,-42.73014437,-53.71679328
1391.068393,12.2031002,1.319846392,-9.563407416,-20.44666122,-31.32991503,-42.21316884,-53.09642265
1391.220393,12.2031002,1.419447541,-9.364205118,-20.14785778,-30.93151044,-41.7151631,-52.49881575
1391.372393,12.20637703,1.438370943,-9.329635144,-20.09764123,-30.86564732,-41.63365341,-52.40165949
1391.524393,12.20764542,1.484310865,-9.23902369,-19.96235825,-30.6856928,-41.40902736,-52.13236191
1391.676393,12.2031002,1.538617134,-9.125865932,-19.790349,-30.45483206,-41.11931513,-51.7837982
1391.828393,12.2031002,1.482343554,-9.238413092,-19.95916974,-30.67992638,-41.40068303,-52.12143968
1391.980393,12.2031002,1.466802001,-9.269496198,-20.0057944,-30.7420926,-41.4783908,-52.21468899
1392.132393,12.2031002,1.485720754,-9.231658692,-19.94903814,-30.66641758,-41.38379703,-52.10117648
1392.284393,12.2031002,1.518372774,-9.166354652,-19.85108208,-30.5358095,-41.22053693,-51.90526436
1392.436393,12.2031002,1.530785322,-9.141529556,-19.81384443,-30.48615931,-41.15847419,-51.83078907
1392.588393,12.2031002,1.503686786,-9.195726628,-19.89514004,-30.59455346,-41.29396687,-51.99338028
1392.740393,12.2031002,1.506375909,-9.190348382,-19.88707267,-30.58379696,-41.28052126,-51.97724555
1392.892393,12.2031002,1.487197638,-9.228704924,-19.94460749,-30.66051005,-41.37641261,-52.09231517
1393.044393,12.2031002,1.385391116,-9.432317968,-20.25002705,-31.06773614,-41.88544522,-52.7031543
1393.196393,12.20613098,1.336979508,-9.532171964,-20.40132344,-31.27047491,-42.13962638,-53.00877785
1393.348393,12.20789051,1.444513679,-9.318863152,-20.08223998,-30.84561681,-41.60899365,-52.37237048
1393.500393,12.2031002,1.514644742,-9.173810716,-19.86226617,-30.55072163,-41.23917709,-51.92763255
1393.652393,12.20907593,1.474861383,-9.259353164,-19.99356771,-30.72778226,-41.46199681,-52.19621135
1393.804393,12.21286678,1.444341183,-9.324184414,-20.09271001,-30.86123561,-41.62976121,-52.3982868
1393.956393,12.208992,1.465711594,-9.277568812,-20.02084922,-30.76412962,-41.50741003,-52.25069044
1394.108393,12.22461128,1.450413466,-9.323784348,-20.09798216,-30.87217998,-41.64637779,-52.4205756
1394.260393,12.2343998,1.405667067,-9.423065666,-20.2517984,-31.08053113,-41.90926387,-52.7379966
1394.412393,12.2343998,1.38004148,-9.47431684,-20.32867516,-31.18303348,-42.0373918,-52.89175012
1394.564393,12.2343998,1.421423316,-9.391553168,-20.20452965,-31.01750614,-41.83048262,-52.6434591
1394.716393,12.2343998,1.451983452,-9.330432896,-20.11284924,-30.89526559,-41.67768194,-52.46009829
1394.868393,12.2343998,1.433307409,-9.367784982,-20.16887737,-30.96996976,-41.77106216,-52.57215455
1395.020393,12.2343998,1.402864814,-9.428670172,-20.26020516,-31.09174014,-41.92327513,-52.75481012
1395.172393,12.2343998,1.389910698,-9.454578404,-20.29906751,-31.14355661,-41.98804571,-52.83253481
1395.324393,12.2343998,1.417879701,-9.398640398,-20.2151605,-31.0316806,-41.8482007,-52.66472079
1395.476393,12.2343998,1.40954268,-9.41531444,-20.24017156,-31.06502868,-41.8898858,-52.71474292
1395.628393,12.2343998,1.420161843,-9.394076114,-20.20831407,-31.02255203,-41.83678999,-52.65102794
1395.780393,12.2343998,1.450147629,-9.334104542,-20.11835671,-30.90260888,-41.68686106,-52.47111323
1395.932393,12.2343998,1.379806042,-9.474787716,-20.32938147,-31.18397523,-42.03856899,-52.89316275
1396.084393,12.2343998,1.28341949,-9.66756082,-20.61854113,-31.56952144,-42.52050175,-53.47148206
1396.236393,12.23702145,1.249203563,-9.738614324,-20.72643221,-31.7142501,-42.70206799,-53.68988587
1396.388393,12.24480248,1.219374299,-9.806053882,-20.83148206,-31.85691024,-42.88233843,-53.90776661
1396.540393,12.24742031,1.470869899,-9.305680512,-20.08223092,-30.85878133,-41.63533175,-52.41188216
1396.692393,12.23963928,1.98634088,-8.26695752,-18.52025592,-28.77355432,-39.02685272,-49.28015112
1396.844393,12.2343998,1.797211289,-8.639977222,-19.07716573,-29.51435424,-39.95154276,-50.38873127
1396.996393,12.2343998,1.20174706,-9.83090568,-20.86355842,-31.89621116,-42.9288639,-53.96151664
1397.148393,12.2343998,1.141809583,-9.950780634,-21.04337085,-32.13596107,-43.22855129,-54.3211415
1397.300393,12.2368784,1.150217176,-9.936444048,-21.02310527,-32.1097665,-43.19642772,-54.28308894
1397.452393,12.23974323,1.148973346,-9.941796538,-21.03256642,-32.12333631,-43.21410619,-54.30487607
1397.604393,12.2343998,1.13774085,-9.9589181,-21.05557705,-32.152236,-43.24889495,-54.3455539
1397.756393,12.22470951,1.171410203,-9.881889104,-20.93518841,-31.98848772,-43.04178703,-54.09508633
1397.908393,12.20792103,1.182125926,-9.843669178,-20.86946428,-31.89525939,-42.92105449,-53.94684959
1398.060393,12.22591972,1.169852495,-9.88621473,-20.94228196,-31.99834918,-43.05441641,-54.11048363
1398.212393,12.23984432,1.268876195,-9.70209193,-20.67306006,-31.64402818,-42.61499631,-53.58596443
1398.364393,12.2367363,1.319808364,-9.597119572,-20.51404751,-31.43097544,-42.34790338,-53.26483132
1398.516393,12.24914265,1.339807749,-9.569527152,-20.47886205,-31.38819695,-42.29753186,-53.20686676
1398.668393,12.27480888,1.355614662,-9.563579556,-20.48277377,-31.40196799,-42.32116221,-53.24035643
1398.820393,12.30144596,1.382682085,-9.53608179,-20.45484567,-31.37360954,-42.29237342,-53.21113729
1398.972393,12.30234051,1.341203928,-9.619932654,-20.58106924,-31.54220582,-42.5033424,-53.46447898
1399.124393,12.26728439,1.196145773,-9.874992844,-20.94613146,-32.01727008,-43.0884087,-54.15954731
1399.276393,12.25326061,1.138918042,-9.975424526,-21.08976709,-32.20410966,-43.31845223,-54.4327948
1399.428393,12.27682018,1.135506153,-10.00580787,-21.1471219,-32.28843593,-43.42974996,-54.57106398
1399.580393,12.2656002,1.35603416,-9.55353188,-20.46309792,-31.37266396,-42.28223,-53.19179604
1399.732393,12.2656002,1.369524598,-9.526551004,-20.42262661,-31.31870221,-42.21477781,-53.11085341
1399.884393,12.2656002,1.374485135,-9.51662993,-20.407745,-31.29886006,-42.18997513,-53.08109019
1400.036393,12.26138592,1.369015813,-9.523354294,-20.4157244,-31.30809451,-42.20046462,-53.09283472
1400.188393,12.26255417,1.351792336,-9.558969498,-20.46973133,-31.38049317,-42.291255,-53.20201683
1400.340393,12.29793263,1.236384034,-9.825164562,-20.88671316,-31.94826175,-43.00981035,-54.07135895
1400.492393,12.30182362,1.306205153,-9.689413314,-20.68503178,-31.68065025,-42.67626872,-53.67188718
1400.644393,12.29655933,1.366214395,-9.56413054,-20.49447548,-31.42482041,-42.35516535,-53.28551028
1400.796393,12.26336765,1.355542898,-9.552281854,-20.46010661,-31.36793136,-42.27575611,-53.18358086
1400.948393,12.2343998,1.331075907,-9.572247986,-20.47557188,-31.37889577,-42.28221967,-53.18554356
1401.100393,12.2304697,1.322327972,-9.585813756,-20.49395548,-31.40209721,-42.31023894,-53.21838067
1401.252393,12.23047543,1.191328287,-9.847818856,-20.886966,-31.92611314,-42.96526029,-54.00440743
1401.404393,12.2656002,1.26410234,-9.73739552,-20.73889338,-31.74039124,-42.7418891,-53.74338696
1401.556393,12.2656002,1.273609757,-9.718380686,-20.71037113,-31.70236157,-42.69435202,-53.68634246
1401.708393,12.2656002,1.26704061,-9.73151898,-20.73007857,-31.72863816,-42.72719775,-53.72575734
1401.860393,12.25814724,1.317566991,-9.623013258,-20.56359351,-31.50417376,-42.44475401,-53.38533425
1402.012393,12.24176312,1.304639697,-9.632483726,-20.56960715,-31.50673057,-42.443854,-53.38097742
1402.164393,12.25467014,1.19426775,-9.86613464,-20.92653703,-31.98693942,-43.04734181,-54.1077442
1402.316393,12.21428967,1.180428624,-9.853432422,-20.88729347,-31.92115451,-42.95501556,-53.98887661
1402.468393,12.19478416,1.129942179,-9.934899802,-20.99974178,-32.06458376,-43.12942575,-54.19426773
1402.620393,12.18146229,0.907796443,-10.3658694,-21.63953525,-32.9132011,-44.18686695,-55.46053279
1402.772393,12.19098091,0.987868786,-10.21524334,-21.41835546,-32.62146759,-43.82457971,-55.02769183
1402.924393,12.19793606,1.322754502,-9.552427056,-20.42760861,-31.30279017,-42.17797173,-53.05315329
1403.076393,12.19501114,2.332378864,-7.530253412,-17.39288569,-27.25551796,-37.11815024,-46.98078252
1403.228393,12.23486042,3.319466353,-5.595927714,-14.51132178,-23.42671585,-32.34210992,-41.25750398
1403.380393,12.17804241,2.421106577,-7.335829256,-17.09276509,-26.84970092,-36.60663676,-46.36357259
1403.532393,12.17845345,1.043066979,-10.09231949,-21.22770596,-32.36309243,-43.49847891,-54.63386538
1403.684393,12.20635223,1.1212641,-9.96382403,-21.04891216,-32.13400029,-43.21908842,-54.30417655
1403.836393,12.22359085,1.178803206,-9.865984438,-20.91077208,-31.95555973,-43.00034737,-54.04513501
1403.988393,12.23430729,1.123170257,-9.987966776,-21.09910381,-32.21024084,-43.32137788,-54.43251491
1404.140393,12.2031002,1.376330137,-9.450439926,-20.27720999,-31.10398005,-41.93075012,-52.75752018
1404.292393,12.21078491,1.425305843,-9.360173224,-20.14565229,-30.93113136,-41.71661043,-52.50208949
1404.444393,12.24068451,1.265239716,-9.710205078,-20.68564987,-31.66109467,-42.63653946,-53.61198425
1404.596393,12.23589611,1.45429194,-9.32731223,-20.1089164,-30.89052057,-41.67212474,-52.45372891
1404.748393,12.24072552,1.410616994,-9.419491532,-20.24960006,-31.07970858,-41.90981711,-52.73992564
1404.900393,12.2358551,1.261601806,-9.712651488,-20.68690478,-31.66115808,-42.63541137,-53.60966466
1405.052393,12.24076748,1.439818859,-9.361129762,-20.16207838,-30.963027,-41.76397563,-52.56492425
1405.204393,12.2343998,1.392476439,-9.449446922,-20.29137028,-31.13329364,-41.97521701,-52.81714037
1405.356393,12.2343998,1.267547727,-9.699304346,-20.66615642,-31.63300849,-42.59986057,-53.56671264
1405.508393,12.2343998,1.262189746,-9.710020308,-20.68223036,-31.65444042,-42.62665047,-53.59886052
1405.660393,12.2343998,1.25590694,-9.72258592,-20.70107878,-31.67957164,-42.6580645,-53.63655736
1405.812393,12.2343998,1.240968585,-9.75246263,-20.74589385,-31.73932506,-42.73275628,-53.72618749
1405.964393,12.2343998,1.252745628,-9.728908544,-20.71056272,-31.69221689,-42.67387106,-53.65552523
1406.116393,12.2343998,1.243365288,-9.747669224,-20.73870374,-31.72973825,-42.72077276,-53.71180727
1406.268393,12.23186684,1.344516993,-9.542832854,-20.4301827,-31.31753255,-42.2048824,-53.09223224
1406.420393,12.22254562,1.33685267,-9.54884028,-20.43453323,-31.32022618,-42.20591913,-53.09161208
1406.572393,12.24588394,1.358404994,-9.529073952,-20.4165529,-31.30403184,-42.19151079,-53.07898974
1406.724393,12.25713158,1.218891621,-9.819348338,-20.8575883,-31.89582826,-42.93406822,-53.97230817
1406.876393,12.21448326,1.148377299,-9.917728662,-20.98383462,-32.04994058,-43.11604655,-54.18215251
1407.028393,12.23556614,1.037156344,-10.16125345,-21.35966325,-32.55807304,-43.75648284,-54.95489264
1407.180393,12.24334812,1.140645742,-9.962056636,-21.06475901,-32.16746139,-43.27016377,-54.37286615
1407.332393,12.25000095,1.124856949,-10.00028705,-21.12543105,-32.25057505,-43.37571906,-54.50086306
1407.484393,12.25000095,1.303984404,-9.642032142,-20.58804869,-31.53406523,-42.48008178,-53.42609833
1407.636393,12.24891758,1.341341734,-9.566234112,-20.47380996,-31.3813858,-42.28896165,-53.1965375
1407.788393,12.2421999,1.345232368,-9.551735164,-20.4487027,-31.34567023,-42.24263776,-53.13960529
1407.940393,12.24115849,1.342469096,-9.556220298,-20.45490969,-31.35359909,-42.25228848,-53.15097787
1408.092393,12.23542309,1.283228636,-9.668965818,-20.62116027,-31.57335473,-42.52554918,-53.47774363
1408.244393,12.2421999,1.174962044,-9.892275812,-20.95951367,-32.02675152,-43.09398938,-54.16122724
1408.396393,12.2421999,1.320070863,-9.602058174,-20.52418721,-31.44631625,-42.36844529,-53.29057432
1408.548393,12.2421999,1.352266431,-9.537667038,-20.42760051,-31.31753398,-42.20746745,-53.09740091
1408.700393,12.24314117,1.355427384,-9.532286402,-20.42000019,-31.30771397,-42.19542776,-53.08314155
1408.852393,12.24630833,1.390375137,-9.465558056,-20.32149125,-31.17742444,-42.03335764,-52.88929083
1409.004393,12.21698856,1.391065121,-9.434858318,-20.26078176,-31.0867052,-41.91262864,-52.73855207
1409.156393,12.2031002,1.405108452,-9.392883296,-20.19087504,-30.98886679,-41.78685854,-52.58485029
1409.308393,12.2031002,1.366231442,-9.470637316,-20.30750607,-31.14437483,-41.98124359,-52.81811235
1409.460393,12.20647144,1.303087473,-9.600296494,-20.50368046,-31.40706443,-42.3104484,-53.21383236
1409.612393,12.2343998,1.225010037,-9.784379726,-20.79376949,-31.80315925,-42.81254902,-53.82193878
1409.764393,12.2343998,1.152306676,-9.929786448,-21.01187957,-32.0939727,-43.17606582,-54.25815894
1409.916393,12.2343998,1.165056825,-9.90428615,-20.97362913,-32.0429721,-43.11231508,-54.18165805
1410.068393,12.23136044,1.361672044,-9.508016352,-20.37770475,-31.24739314,-42.11708154,-52.98676994
1410.220393,12.2031002,1.374160171,-9.454779858,-20.28371989,-31.11265992,-41.94159995,-52.77053997
1410.372393,12.2031002,1.273074269,-9.656951662,-20.58697759,-31.51700352,-42.44702946,-53.37705539
1410.524393,12.2031002,1.114863396,-9.973373408,-21.06161021,-32.14984702,-43.23808382,-54.32632062
1410.676393,12.2031002,1.306264043,-9.590572114,-20.48740827,-31.38424443,-42.28108059,-53.17791674
1410.828393,12.20112896,1.25355196,-9.69402504,-20.64160204,-31.58917904,-42.53675604,-53.48433304
1410.980393,12.18033314,1.325960636,-9.528411868,-20.38278437,-31.23715688,-42.09152938,-52.94590188
1411.132393,12.1875,1.834950805,-8.51759839,-18.87014759,-29.22269678,-39.57524598,-49.92779517
1411.284393,12.1892767,1.808986187,-8.571304326,-18.95159484,-29.33188535,-39.71217587,-50.09246638
1411.436393,12.21032715,0.96782887,-10.27466941,-21.51716769,-32.75966597,-44.00216425,-55.24466253
1411.588393,12.20365143,1.254130125,-9.69539118,-20.64491249,-31.59443379,-42.5439551,-53.4934764
1411.740393,12.21036816,1.372405887,-9.465556386,-20.30351866,-31.14148093,-41.97944321,-52.81740548
1411.892393,12.20514393,1.35435009,-9.49644375,-20.34723759,-31.19803143,-42.04882527,-52.89961911
1412.044393,12.2343998,1.211899996,-9.810599808,-20.83309961,-31.85559942,-42.87809922,-53.90059902
1412.196393,12.2343998,1.215822339,-9.802755122,-20.82133258,-31.83991004,-42.85848751,-53.87706497
1412.348393,12.23484993,1.279330015,-9.6761899,-20.63170982,-31.58722973,-42.54274965,-53.49826956
1412.500393,12.24177361,1.316451907,-9.608869796,-20.5341915,-31.4595132,-42.38483491,-53.31015661
1412.652393,12.23480892,1.384847164,-9.465114592,-20.31507635,-31.1650381,-42.01499986,-52.86496162
1412.804393,12.24180889,1.372977734,-9.495853422,-20.36468458,-31.23351573,-42.10234689,-52.97117805
1412.956393,12.2343998,1.142056227,-9.950287346,-21.04263092,-32.13497449,-43.22731807,-54.31966164
1413.108393,12.2343998,1.347893119,-9.538613562,-20.42512024,-31.31162692,-42.19813361,-53.08464029
1413.260393,12.2343998,1.30987072,-9.61465836,-20.53918744,-31.46371652,-42.3882456,-53.31277468
1413.412393,12.2343998,1.26999259,-9.69441462,-20.65882183,-31.62322904,-42.58763625,-53.55204346
1413.564393,12.2343998,1.207326412,-9.819746976,-20.84682036,-31.87389375,-42.90096714,-53.92804053
1413.716393,12.2343998,1.161596179,-9.911207442,-20.98401106,-32.05681468,-43.12961831,-54.20242193
