,CALI,RSHA,RMED,RDEP,RHOB,GR,SP,ROP,DRHO,FORCE_2020_LITHOFACIES_LITHOLOGY
901,8.3551311493,0.7457963228,0.7526305914,0.761539638,2.1436257362,72.52951049800001,,72.43346405,0.0635432601,30000
902,8.275059700000002,0.7278673053,0.7285020351,0.7211740613,2.1294467449,70.26096344,,72.875389099,0.0598512553,30000
903,8.2794246674,0.7237883209999999,0.7209847569,0.7176035047,2.1197934150999997,70.17652893100001,,68.63776397699999,0.0594679713,30000
904,8.2607984543,0.7276859283,0.7241348028,0.7210301756999999,2.1149675846,69.014015198,,76.409690857,0.0634347722,30000
905,8.289381027200001,0.7269978523,0.723397851,0.7227683067,2.1117129325999997,70.227058411,,106.04600525,0.0617798604,30000
906,8.269446373,0.7281973958,0.7257620095999999,0.7259947658,2.1098690033,71.050643921,,110.35670471,0.0601353757,30000
907,8.3014984131,0.7422650456000001,0.7400650381999999,0.7402821183,2.1089365482,75.51651001,,107.90531158,0.058407407300000005,30000
908,8.260267257699999,0.7380741835,0.736122191,0.7380579709999999,2.1169829369,77.22931671100001,,105.13660431,0.06372062860000001,30000
909,8.25,0.7451686262999999,0.7432686687000001,0.7430969477,2.1227371693,78.037940979,,102.40281677,0.0695962682,30000
910,8.2618255615,0.7584974766,0.7579936384999999,0.7599216104000001,2.1279525756999997,79.538787842,,102.22000885,0.0749526322,30000
911,8.293050766,0.8008655309999999,0.8004199862000001,0.7953070402,2.1222693919999998,84.555976868,,100.38578796,0.068205215,30000
912,8.292788505599999,0.85851264,0.8593186736,0.8530900478,2.1252894402,88.58055114700001,,100.00408173,0.055317163499999995,65030
913,8.2662382126,0.9699084759000001,0.9529447556,0.9565275311,2.1443636417,89.78762054399999,,100.00408173,0.0516608432,65030
914,8.2519845963,1.0233947039,1.0036734343,1.0041205883,2.1775348186000003,88.020805359,,100.00408173,0.0569960847,65030
915,8.2525863647,1.1071336269,1.0917754173,1.091945529,2.210814476,86.79872894299999,,229.05641174,0.067677103,65030
916,8.2506217957,1.1987812519,1.1959029436,1.2005732059,2.2232234478,84.62425231899999,,253.52149963,0.07247828690000001,65030
917,8.25,1.1540219784,1.1487824917,1.1521536112000001,2.2274303436,84.04750824,,249.06585693,0.0729393885,65030
918,8.25,1.0286445618,1.0137403011,1.0146193504,2.2256186008000003,82.764427185,,249.68019104,0.0651360899,65030
919,8.2694644928,1.1057846545999999,1.0917363167,1.1012306213,2.2358493805,81.476509094,,251.07011414,0.060487657800000004,65030
920,8.3062829971,0.9607193470000001,0.9631621242,0.9713047147,2.2304105759,80.783309937,,262.52047729,0.055745035400000004,65030
921,8.3456420898,0.8197436333,0.819824934,0.8176742196,2.2138776779,76.660949707,,281.35699463,0.0516095012,65030
922,8.396684646599999,0.7547530532,0.7528371811,0.7553451656999999,2.1820626259,72.90670013399999,,285.2638855,0.036899887,30000
923,8.366932869,0.7399495244,0.7358242869,0.7417198420000001,2.1609041691,69.22760772699999,,297.06567383,0.027768850299999998,30000
924,8.3434057236,0.7110298871999999,0.714174509,0.7289467454,2.1440210341999997,69.679000854,,315.00485229,0.027006020800000002,30000
925,8.2779245377,0.6906564832,0.7061982155,0.7144637704000001,2.1446218491,69.37649536100001,,323.21856689,0.0375199057,30000
926,8.252337455700001,0.7051836848,0.7263118029000001,0.7319558859,2.1542961597,69.205764771,,317.77423096,0.0467916317,30000
927,8.2684898376,0.7157382965000001,0.7262178659,0.7272341847,2.174724102,70.36087799100001,,284.4276123,0.0579227954,30000
928,8.3018283844,0.7250424027,0.7275969981999999,0.7288454770999999,2.1963913441,73.983421326,,245.75172424,0.0699683502,30000
929,8.3047533035,0.7494445443000001,0.7538080812000001,0.7566654681999999,2.1925582886000003,78.721893311,,229.93411255,0.0733944327,30000
930,8.317117691,0.9821428061,0.9909798503,0.992488265,2.1778509617,81.9973526,,214.47932434,0.07521475849999999,30000
931,8.2993841171,1.1238156556999999,1.1117236614,1.1072064637999999,2.1419398785,83.852455139,,192.90170288,0.0651253983,65000
932,8.3059110641,1.1873826981,1.1713317633,1.165971756,2.1385908127,86.01823425299999,,178.07766724,0.061900000999999996,65000
933,8.3478965759,1.3114290237000001,1.2890759706000001,1.2803994417,2.1667010784,90.949707031,,165.12625122,0.059312723600000006,65000
934,8.3197612762,1.4157850741999998,1.3927776814,1.3770627975,2.2226734161,94.549781799,,152.78620911,0.0647181198,65000
935,8.3003501892,1.4764381647,1.4542404412999999,1.4460105896000002,2.2606451511000003,100.62916565,,134.96096802,0.0617126934,65000
936,8.293004035900001,1.5145771503,1.4914230108000002,1.4953341484,2.2696566581999997,101.91756439,,128.35467529,0.0557326227,65000
937,8.2980527878,1.5353055,1.5081290006999999,1.5091762543,2.268474102,101.92269135,,125.64718628,0.0513736755,65000
938,8.293570518500001,1.5333436728,1.5122710466,1.5170534849000001,2.2776198387,99.899742126,,120.59176636,0.0561571643,65000
939,8.2705802917,1.5353248119,1.5115075111,1.5185801983000002,2.2890241146,98.57571411100001,,114.65937805,0.0613049008,65000
940,8.3388166428,1.5349173546000001,1.5131797791,1.5179286003,2.2892744541,98.33090209999999,,105.85499573,0.0646283105,65000
941,8.3597192764,1.5884023905000002,1.5875415802000001,1.5756770372,2.2864017487,100.394104,,100.26156616,0.0664361641,65000
942,8.4226484299,1.5771641731000001,1.5687836409,1.5388468504,2.2927796841,104.51029205,,97.770240784,0.068127431,65000
943,8.425860405,1.5833005905000002,1.5296066999000002,1.5120337009,2.3171970844,112.57035828,,98.901351929,0.0713922605,65000
944,8.4247770309,1.5437139272999998,1.5285215378,1.5908951759,2.3242945671,119.94031525,,95.19995117200001,0.0669820979,65000
945,8.439620018,1.2351300716,1.2709901333,1.3686333894999998,2.3076593876,120.58673859,,95.99543762200001,0.0633951128,65000
946,8.4284543991,0.9739735723,1.0015130043,1.0904382467,2.2611150741999997,113.21517181,,96.456726074,0.0572033599,65000
947,8.4343042374,0.9204105735,0.9451177716,1.0236794948999999,2.2171499728999997,97.21761322,,99.569190979,0.0594450831,65000
948,8.4324502945,0.8933276534000001,0.9245896935,1.0083214045,2.1756074429,84.1875,,104.974823,0.0605227798,30000
949,8.4489059448,0.8717326522,0.9220135808,1.0040128231,2.1538796425,78.136665344,,113.00349426,0.059293583,30000
950,8.4580192566,0.9127930403,0.9665700793,1.0176202059000001,2.1409041882,78.121528625,,121.14992523,0.0563216358,30000
951,8.4417886734,0.9217805862,0.9525170326000001,0.9702535868000001,2.1463623047,80.768989563,,129.32560729999997,0.058582361799999996,30000
952,8.4231281281,0.9587213397,0.96522367,0.9796265364,2.1554028988,82.097343445,,117.26316833,0.0640943125,30000
953,8.428645134,1.03840065,1.0339243412,1.0573263168,2.164968729,82.085151672,,111.80231476,0.0687758178,30000
954,8.3920230865,1.0792257786,1.0755791664,1.1050972939,2.1676471233,82.87159729,,114.38079834,0.068941012,30000
955,8.334277153,1.092222333,1.0969667435,1.1345484257,2.1684846878,84.167297363,,114.33580017,0.06449099629999999,30000
956,8.3079214096,1.0623083115,1.0703184605,1.0943927765,2.1780085564,83.330230713,,119.81322479,0.0690360218,30000
957,8.3273830414,0.9784281254,0.9826889634,0.9859681726,2.1833658218000003,82.04021453899999,,124.61227417,0.0795178339,30000
958,8.368930816699999,0.9410377145000001,0.9266012907,0.9190337658,2.1830265522,81.256324768,,124.38666534,0.08804570140000001,30000
959,8.3644809723,0.9910308123,0.9657365084,0.9504948258,2.1774740219,82.007888794,,122.87371063,0.08725208039999999,30000
960,8.3330068588,1.0147379637,0.9925613998999999,0.9761724472,2.1810655594,82.388687134,,124.854599,0.08320879190000001,30000
961,8.315626144400001,1.0228425264,1.0031549931000001,0.9923042059,2.1918113232,84.710914612,,125.86941528,0.0789754614,30000
962,8.3025712967,1.1410571337,1.1242961884,1.1178872585,2.2082359791,88.348693848,,134.37144469999998,0.07917490599999999,30000
963,8.2985458374,1.2362939119,1.224750042,1.2182586193,2.221534729,92.858253479,,152.25888062,0.079490751,30000
964,8.3034887314,1.3042036295000001,1.2905628681,1.2754776478,2.2362105846,95.599212646,,163.09489441,0.08500720560000001,65000
965,8.3048210144,1.3659498691999998,1.3478103875999998,1.3354750872,2.2510426044,97.69730377200001,,163.19515991,0.0908131525,65000
966,8.3008937836,1.4527131319,1.4277831316,1.4201341867,2.2630858421,95.911254883,,156.50291443,0.0937836468,65000
967,8.3212366104,1.5388114452000001,1.514503479,1.4985334872999998,2.2626016140000003,94.843254089,,140.06587219,0.08979696779999999,65000
968,8.3243703842,1.5685476065000001,1.5543464422,1.5293289422999998,2.2583246231,93.61540222200001,,127.7671051,0.0874999985,65000
969,8.3117341995,1.5488038063,1.5252062082,1.5135700703,2.2511343956,96.168434143,,124.40823364,0.0861669034,65000
970,8.3057727814,1.5246556997,1.4752683640000002,1.5174098015000002,2.2508218288,98.56918335,,119.01078033,0.08888585869999999,65000
971,8.3239774704,1.4950872659999999,1.4619417191,1.5846048594,2.2501502037,101.63925934,,116.46206665,0.0890791491,65000
972,8.3217802048,1.4342039824000001,1.4777913094,1.6492193937000001,2.2540392876,102.71215057,,116.73917389,0.0877731293,65000
973,8.2963151932,1.3007346392,1.4421056509,1.603140831,2.2543697357,97.91933441200001,,116.08981323,0.082580559,65000
974,8.2943687439,1.1349602937999999,1.2895126343,1.4034762383000001,2.2550952435,87.93795013399999,,116.82888794,0.0829408914,65000
975,8.3427085876,1.0574394464,1.1413064003,1.2333372831,2.2499804496999998,76.809272766,,118.28901672,0.0744743794,65000
976,8.3735609055,1.3725703955000002,1.4331582784999999,1.7471826077000001,2.2808036804,69.190155029,,110.65631866,0.0792792216,30000
977,8.386349678,2.5418481827,2.5441668034,2.7293801307999996,2.3511059284,66.000671387,,90.25302887,0.07750064129999999,30000
978,8.3620519638,5.7199134827,5.805721283,5.852827549,2.4619898796,64.83203125,,71.72087860100001,0.08855665480000001,30000
979,8.3479499817,7.8619422913,8.0870246887,8.461290359500001,2.5613982677,65.402053833,,66.421585083,0.0974126309,30000
980,8.3412504196,8.0062208176,8.2909069061,9.0237569809,2.6173443794,66.901252747,,63.555156708,0.10650625820000001,30000
981,8.3273944855,7.2669506073,7.706458091699999,8.5412540436,2.6215782166,68.685890198,,59.576160431000005,0.10991130019999999,30000
982,8.3137102127,5.6891169548,6.3312468529,6.9937472343,2.5642147064,69.836593628,,58.250812531,0.10450695460000001,30000
983,8.3013381958,3.6584706306,4.1654553413,4.5611958504,2.451911211,71.835739136,,59.663013458,0.10416859390000001,30000
984,8.3047437668,2.2015740871,2.4971084594999997,2.7700943947,2.3230531216,74.414054871,,60.930122375,0.10694327210000001,30000
985,8.3443918228,1.4135136603999998,1.5440269709,1.6868913174000002,2.2258114815,77.894065857,,61.084411621,0.1054255515,30000
986,8.3515872955,1.0764729977,1.1065630913,1.15130651,2.1755053997,80.072624207,,65.38861084,0.0971558169,30000
987,8.3843374252,1.0137879848,1.0154817104,1.0388643742,2.1677086353,80.387084961,,85.29599762,0.09033596519999999,30000
988,8.3714151382,0.9748471379000001,0.9883414506999999,1.00524652,2.1812102794999997,80.472167969,,99.00766754200001,0.087836355,65000
989,8.385659217799999,0.9806801081000001,1.0067527294,1.0273178816,2.1987333298,81.292800903,,129.47528076,0.0866243467,65000
990,8.40965271,1.1361531019,1.1435934305,1.1608157158,2.2126944065000003,83.116645813,,165.15159607,0.08503800630000001,65000
991,8.4099025726,1.260389924,1.2446123362000001,1.2360743284,2.235840559,85.052566528,,184.67129517,0.08880780640000001,65000
992,8.418796539299999,1.4079740047,1.3708534240999999,1.3409881592,2.2578101158000004,86.308784485,,196.07606506,0.0912146717,65000
993,8.4332580566,1.7685822247999998,1.71539855,1.7123900652000001,2.2719106674000002,87.158630371,,195.86808777,0.09083960210000001,65000
994,8.432926177999999,1.8298040628,1.7808432579,1.8183472157,2.2685413361,87.20719909700001,,187.41952515,0.086410135,65000
995,8.401180267300001,1.6472803353999999,1.6436738968,1.6806433201,2.2570729256,87.684272766,,177.21466064,0.0774531737,65000
996,8.355003356900001,1.5477311611000002,1.5971356630000002,1.6157970428,2.2532191277,90.08855438200001,,162.17469788,0.0719695091,65000
997,8.3317899704,1.3941128254,1.4461628199,1.4502555132,2.2465353012000002,92.035644531,,148.40026855,0.0703472793,65000
998,8.316176414500001,1.1934883595,1.2200248241,1.2128130198,2.2396552563,92.70896148700001,,136.38998413,0.0779929683,65000
999,8.3279066086,1.1643044948999999,1.1519417763,1.1406066418,2.2347478866999997,91.696990967,,131.38729858,0.083247155,65000
1000,8.3153295517,1.5244886875,1.4831732512,1.4703267813,2.2407715321,89.43873596200001,,126.54479979999999,0.0844049975,65000
1001,8.3384914398,1.8626701831999999,1.8473715782,1.8500053883,2.2542176247,88.42903137200001,,122.29783629999999,0.0838265494,65000
1002,8.3259468079,1.9659907818,1.9805620909000001,2.0026192665,2.2611083984,87.64533996600001,,121.33345795,0.0805536211,65000
1003,8.2827005386,2.1043808459999997,2.0837061405,2.0884969234,2.2714390755,88.686195374,,119.99534607,0.0797506869,65000
1004,8.268237114,2.2221784592,2.1614832878,2.1451556683,2.276129961,88.956832886,,117.22647095,0.0812200382,65000
1005,8.2814903259,2.2612600327,2.1980991363999998,2.1792435646,2.2815277575999997,89.853019714,,116.31547546,0.090144515,65000
1006,8.2921772003,2.22615695,2.1875724792,2.1843745708,2.2855601311,91.654640198,,117.23648071,0.0974397585,65000
1007,8.3109197617,2.0569188595,2.0426673889,2.0562560558,2.2844731808,93.76760101299999,,119.95517731,0.0963147208,65000
1008,8.3288145065,1.8600960969999998,1.8498296738,1.8664569855000002,2.2816464901,94.994995117,,121.6231842,0.0895495191,65000
1009,8.3183498383,1.7488024235,1.7347728014,1.7513033152000002,2.2778019905,95.392219543,,120.23368073,0.08673620970000001,65000
1010,8.307010650599999,1.6784421206,1.6630302668,1.6732513905000002,2.274554491,94.607139587,,123.52328491,0.08915406470000001,65000
1011,8.2918519974,1.6008701324,1.5892663002,1.5892795324000002,2.2712631225999997,91.836982727,,129.94309998,0.0895207599,65000
1012,8.2902059555,1.5773961544,1.566403389,1.5682535172,2.270021677,89.982688904,,133.474823,0.0845238417,65000
1013,8.3003463745,1.5950320959,1.5874347687,1.5941103697,2.278744936,90.805961609,,135.50460815,0.0824333504,65000
1014,8.3061208725,1.5816880465,1.5767325162999999,1.5765551328999998,2.2933259009999998,93.210380554,,138.16241455,0.0862882957,65000
1015,8.3075714111,1.5831620693000001,1.5738682747,1.5593510866,2.297470808,93.66132354700001,,138.33906555,0.09002873300000001,65000
1016,8.3131999969,1.6393812895,1.6177386045,1.5915746688999999,2.2895605563999997,93.95573425299999,,136.49165344,0.08684477210000001,65000
1017,8.307592392,1.6621187925,1.6205486059,1.6137971878,2.2836971283,96.980651855,,135.31729126,0.0845057219,65000
1018,8.2966623306,1.5936871766999998,1.5404033661,1.6324684619999998,2.2920882702000003,105.17282867,,136.69255066,0.0893599242,65000
1019,8.2941532135,1.4631549119999998,1.4751703739,1.6223731041,2.3103542328,113.71961975,,138.8888092,0.0983397067,65000
1020,8.3100128174,1.3432021141,1.4408165216,1.5502017736000002,2.3165678978,122.92399597,,137.82632446,0.100734517,65000
1021,8.3382616043,1.178665638,1.2689574956999998,1.3023967743,2.2993066311000003,125.86690521,,134.73924255,0.09802868960000001,65000
1022,8.3930149078,1.0416163206,1.0665962696,1.0425127745,2.289413929,118.78597260000001,,131.76734924,0.1010778174,65000
1023,8.405138969400001,1.2660791874,1.1707228422,1.1197086573000001,2.3214497566,100.59825134,,129.92901611,0.0984811187,65000
1024,8.3788967133,2.4106009007,2.1464176178,2.0752630234000002,2.4103355408000002,77.136856079,,121.55010986,0.0802859366,30000
1025,8.344783782999999,3.5363066196,3.2519845963,3.2102208138,2.54033041,59.877372742,,105.38571929999999,0.0648172274,30000
1026,8.3032503128,3.4220488071,3.2906615733999995,3.287560463,2.6184570788999997,58.422294617,,94.63402557399999,0.05720413480000001,30000
1027,8.288501739500001,3.0173358917,2.9206554889999996,2.8918330669,2.5953660011,71.91940307600001,,93.24430847200001,0.0518137403,30000
1028,8.2836647034,2.8783278465,2.7171709537999997,2.6412966251,2.5280659199,87.384262085,,93.909469604,0.0519308075,30000
1029,8.2887172699,2.7213952541000004,2.5600194931,2.4739131927,2.4706335068,94.458106995,,95.33579254200001,0.0615507625,65000
1030,8.2950000763,2.5995926857,2.4688839912000002,2.3967494965,2.4355340004,93.993141174,,97.05102539100001,0.077552624,65000
1031,8.316314697300001,2.4772188663,2.3931879997,2.3414275646,2.3983602524000003,94.77528381299999,,98.053756714,0.0839899108,65000
1032,8.329829216,2.2919163704,2.2552711964,2.2257518768,2.3643221855000003,96.68280029299999,,100.26863861,0.0820481479,65000
1033,8.331880569500001,2.0686700344,2.0401430130000002,2.023588419,2.3478639126,95.840156555,,103.83863068,0.0795039237,65000
1034,8.3345012665,1.9854733944,1.9371871948,1.932068944,2.3472542763,92.561439514,,122.55982208,0.08092530070000001,65000
1035,8.3279933929,1.985904336,1.9361118078,1.9412003756,2.3514759541,91.281898499,,147.64636230000002,0.0878049657,65000
1036,8.3306112289,1.9480974674,1.9203783274000001,1.9170985221999999,2.3441462517,92.750991821,,162.77876282,0.095229812,65000
1037,8.3420782089,1.8659269809999999,1.8482505083,1.8444825411,2.3312282562,94.911766052,,170.23194885,0.0998348519,65000
1038,8.3653020859,1.6876969337,1.6592543125,1.6697169541999999,2.3169403076,95.251953125,,171.420578,0.1002571583,65000
1039,8.3963127136,1.583053112,1.5526725054,1.5621310472,2.3127567768,95.262115479,,169.69076538,0.1038642675,65000
1040,8.412806510900001,1.5938774347,1.5811201334,1.5798966884999999,2.3168969154,96.678756714,,168.09539795,0.1085764542,65000
1041,8.431889534,1.5774555206,1.5871468782,1.591565609,2.3184912205000003,97.72060394299999,,169.82196045,0.11101533470000001,65000
1042,8.4235677719,1.5113661288999998,1.5208674669,1.5324819088,2.3035931587,97.841392517,,169.57322693,0.1020259857,65000
1043,8.3984279633,1.4348481894,1.4278092384,1.4313662052,2.2794830799,97.314201355,,166.41471863,0.08527038990000001,65000
1044,8.4264850616,1.4973791838,1.4778755903,1.4691609144,2.2701666355000003,97.397514343,,167.39233398,0.0771875307,65000
1045,8.4381151199,1.6468882561000002,1.6303189993,1.6195086241,2.2732522488,98.168334961,,167.56459045,0.07497475299999999,65000
1046,8.418756485,1.6992098093,1.6872148513999998,1.6892702578999998,2.2790298462000003,99.98051452600001,,164.56866455,0.0751773492,65000
1047,8.402176857,1.7686446905000002,1.7439883946999999,1.7523514031999998,2.2842135429,101.22311401,,163.79782104,0.0753403381,65000
1048,8.3892421722,1.8885030746,1.864777565,1.8753885031,2.2955253124,100.5993042,,163.34658813,0.0789678842,65000
1049,8.373090744,1.9334284066999998,1.9295004606000001,1.9452751875,2.3066265583,99.45098877,,161.26802063,0.0819939375,65000
1050,8.3699941635,1.9088996649,1.911765933,1.9286322594,2.3087012768,98.392349243,,162.25982666,0.0824728906,65000
1051,8.3972883224,1.9396995306,1.9342259169,1.9393202066,2.3038613796000003,98.01474762,,166.47686768,0.0808453113,65000
1052,8.4391174316,1.9316439629,1.9234089850999998,1.9200924634999998,2.3038179874,97.776519775,,167.79406738,0.0800080299,65000
1053,8.4844856262,1.978260994,1.9680984019999999,1.9429627657,2.3133797646,97.52007293700001,,162.6300354,0.08019675309999999,65000
1054,8.4958171844,2.2120456696,2.1694195271,2.1178276539,2.3299825191,96.80414581299999,,151.62078857,0.0835472196,65000
1055,8.4665374756,2.2892227173,2.1996386051,2.1562881469999997,2.3486874103999997,95.122810364,,145.54579163,0.08992596720000001,65000
1056,8.4242544174,2.2965097427,2.1755273342,2.1596870422,2.3617007732,94.894515991,,142.65342712,0.0925463289,65000
1057,8.3909511566,2.1552479267,2.0720355511,2.1050949097,2.3705770969,98.91291046100001,,139.47503662,0.0914813057,65000
1058,8.4156837463,1.8929784297999999,1.9010900259,1.9626353979,2.3800163269,106.47520447,,137.51968384,0.0884360522,65000
1059,8.4582471848,1.661242485,1.6978069544,1.7461488246999999,2.3653519154,111.42041779,,138.41438293,0.08711842449999999,65000
1060,8.455245018,1.2220244408,1.2386988401,1.2541797161,2.3041837215000003,110.88687134,,140.35057068,0.0829442441,65000
1061,8.3957033157,0.8335749507,0.8174572587000001,0.8066699505,2.227162838,101.89125061,,140.74418640000002,0.07642278820000001,65000
1062,8.4026594162,0.8387976289,0.8288568258,0.8212738037,2.1890966892,90.706871033,,142.54212952,0.0712641627,65000
1063,8.4525718689,0.8551040888,0.8550013304,0.8662304878,2.2154324055,80.6616745,,146.69223022,0.0850785226,65000
1064,8.459019660900001,0.8803651333,0.8889330626,0.9182536006,2.2534348965,76.015090942,,153.20170593,0.0972343683,30000
1065,8.4734735489,0.9047503470999999,0.9194351434999999,0.9346093535,2.259626627,74.324241638,,155.1678009,0.09033123400000001,30000
1066,8.4428472519,0.9871638417,1.0350451469,1.0478857756,2.2422060966,74.264549255,,156.65830994,0.0847321078,30000
1067,8.4376678467,1.1057527065000001,1.1808483601000002,1.1994138956,2.2446744441999997,74.538269043,,157.19981384,0.082325317,30000
1068,8.4754190445,1.212032795,1.2643864155,1.2557179928,2.2931244373,75.520225525,,155.18418884,0.09571596980000001,30000
1069,8.4942111969,1.4007407427,1.4338339566999998,1.3901265859999998,2.3934416771,77.376525879,,151.99684143,0.13084144890000002,30000
1070,8.532243728600001,2.0218658447,2.0689740181,2.0007441044,2.5359110832,80.602523804,,141.66337585,0.1842809319,30000
1071,8.5702753067,3.0749924183,3.1343588829000004,3.1219916344,2.6573154926,84.423744202,,132.54667664,0.2110560834,30000
1072,8.5522966385,4.1727457047000005,4.1919574738,4.2542185783,2.691013813,81.765007019,,117.6502533,0.17713572079999998,30000
1073,8.483578681900001,4.6210951805,4.6800518036000005,4.792263031,2.651154995,77.314529419,,97.827911377,0.11708528550000001,30000
1074,8.4864549637,3.6852810383,3.8220024108999997,3.9841160774,2.5775852203,74.238372803,,93.435852051,0.0786526129,30000
1075,8.5351352692,2.523463726,2.6275792122,2.7390680313,2.4859578609,79.232765198,,86.62438964799999,0.0666019395,30000
1076,8.5747108459,2.1637213230000003,2.1990053654,2.2435371876,2.4093580246,86.46046447799999,,86.756561279,0.0625859648,65000
1077,8.5586004257,2.0885863304,2.0848095417,2.107683897,2.3655824661000002,91.002708435,,88.32090759299999,0.0569520891,65000
1078,8.5364227295,2.1944718361,2.1647939682,2.1752562523,2.3505175113999996,92.876609802,,89.73061370799999,0.044539962,65000
1079,8.5075893402,2.3463687897,2.3586442471,2.4008691311000003,2.3583359718,93.62285614,,90.817680359,0.040926795499999995,65000
1080,8.496969222999999,2.3311545849,2.3662095069999998,2.4230539799,2.3663253784,94.60793304399999,,92.81224823,0.0433643647,65000
1081,8.4998064041,2.3827140331,2.3731913567,2.4026105404,2.3671627044999997,95.09690094,,95.33681488,0.0481416583,65000
1082,8.4766550064,2.5006604195,2.4421656132,2.4424805641,2.3652498722,93.705421448,,101.11173248,0.0513250679,65000
1083,8.460727691699999,2.547524929,2.4932351112,2.4937493800999997,2.3637163639,93.17443847700001,,114.10593414,0.055949185,65000
1084,8.4525432587,2.6121647358,2.562441349,2.5617260933000003,2.3652234077000003,94.786018372,,123.63374329,0.0648106784,65000
1085,8.4466152191,2.625477314,2.591306448,2.5906357765,2.3628914356,96.042572021,,127.65651703,0.0756981522,65000
1086,8.4435653687,2.6203944683000002,2.6086437702,2.6257977486,2.3593921661,96.140953064,,127.16059113,0.0846629143,65000
1087,8.4125566483,2.5901072025,2.5855498314,2.6225712299,2.3570713997,96.087585449,,125.83306122,0.08934289960000001,65000
1088,8.3722333908,2.6029610634,2.5803618431,2.6157503128,2.3644571304,96.805152893,,124.99448395,0.0966306627,65000
1089,8.387417793300001,2.6291921139,2.6018846035,2.6262998581,2.3695776463,97.631362915,,124.89105988,0.1023091376,65000
1090,8.4145345688,2.6307263374,2.6040203571,2.612061739,2.3747873306000002,97.365226746,,125.13039398,0.1078936011,65000
1091,8.4301919937,2.6063196659,2.5723118782,2.5813562869999997,2.3741822243,96.164268494,,124.63712311,0.1106633097,65000
1092,8.4483671188,2.6145899296,2.5803275108,2.5892043114,2.3778722286000002,95.77278137200001,,122.74082947,0.1156568825,65000
1093,8.488703727699999,2.6418414115999997,2.6054530144,2.6071648597999997,2.379856348,96.591796875,,123.96663666,0.12029188130000001,65000
1094,8.521654129,2.6850354670999996,2.6495542525999998,2.647649765,2.3775780201,98.95008850100001,,126.88853455,0.12172288449999999,65000
1095,8.496622085599999,2.7228283882,2.6998751163,2.6858513355,2.3730869293,99.52590942399999,,129.17176819,0.11969460550000001,65000
1096,8.4502668381,2.7387976646,2.7029354572,2.6900334357999998,2.3695001602000003,97.387023926,,119.91764069,0.11720029259999999,65000
1097,8.4501981735,2.7552397251,2.6851189137,2.6807692051,2.3720092773,95.56593322799999,,105.26560974,0.11579341439999999,65000
1098,8.4502058029,2.7510437965,2.6823363304,2.6583578587,2.3838355541,95.459449768,,105.26560974,0.1188101023,65000
1099,8.4380149841,2.7381186485000004,2.6778054237,2.6364936829,2.3958699703,97.34030151399999,,105.26560974,0.1216999963,65000
1100,8.402135849,2.6164801121,2.5609993935,2.5293006897,2.3900809288,98.490623474,,105.26560974,0.1240237951,65000
1101,8.3821668625,2.2492194176,2.2054011822,2.2244529724,2.3661980629,99.125289917,,108.07225037,0.1272981763,65000
1102,8.384264946,1.8571952581,1.8195796012999998,1.8823807240000001,2.3316807747,98.676170349,,113.98738098,0.1226609349,65000
1103,8.3669424057,1.6069568396,1.6056245565,1.6648766994,2.2980363369,97.59687042200001,,116.46095276,0.11196615550000001,65000
1104,8.3733825684,1.4093109368999999,1.4463455677000001,1.4959911108000001,2.2504856586,94.48760986299999,,121.26561737,0.0897203311,30000
1105,8.3827781677,1.1823853254,1.2235515118,1.2477582693,2.2113485336000003,90.710113525,,124.78404999,0.0758238286,30000
1106,8.4133586884,0.9267165661,0.9283772111,0.9198567867,2.1944093704,86.78087616,,125.54045868,0.0686070845,30000
1107,8.388753891,0.9459469318000001,0.9296160936,0.9191511869,2.208871603,84.4270401,,120.65824127,0.067716971,30000
1108,8.366101265,1.094810605,1.0815478563,1.0779441595,2.2325863837999997,85.91397857700001,,120.94031525,0.0626213104,30000
1109,8.383690834,1.3303434849,1.334315896,1.3442565203,2.2515962124,90.21621704100001,,120.97428131,0.0593495592,65000
1110,8.4116353989,1.4557464123,1.4631671906000001,1.4783327578999998,2.2660388947,93.75087738,,121.42754364,0.0598778762,65000
1111,8.4021320343,1.538596034,1.5311112404,1.5353351831,2.2796647549,95.433151245,,119.12872314,0.0617690235,65000
1112,8.3979177475,1.6644614935,1.6361526250999998,1.6252336502000002,2.2952165604,95.88082122799999,,112.78995514,0.063989833,65000
1113,8.3872079849,1.7357585430000002,1.7090531588,1.6990299225,2.303062439,98.491493225,,110.90539551,0.061204053499999994,65000
1114,8.3613481522,1.7598570585,1.7374465466,1.7419580221000002,2.3071844578,99.91024780299999,,110.42910004,0.0609405562,65000
1115,8.3982124329,1.7215553522,1.7058582306,1.7265672684,2.3047478199,100.21981049,,109.83646393,0.0575164184,65000
1116,8.4237308502,1.6620922088999999,1.6538161039,1.6772149800999998,2.2981557846,100.05332947,,109.01889801,0.0542435795,65000
1117,8.422511100800001,1.6130959988,1.61437428,1.6406029463,2.2799904346,99.738769531,,109.97254944,0.0460860394,65000
1118,8.4134531021,1.5597577095,1.5591118336,1.5823847055000002,2.2619242668,98.81943512,,108.46091461,0.0400809534,65000
1119,8.4096899033,1.5328010321,1.5266205072,1.5352176428,2.2512085438,97.91591644299999,,107.38614655,0.0350816362,65000
1120,8.4074859619,1.5290970802000001,1.5269403458000002,1.5219559669,2.2536950111,95.746536255,,106.45771027,0.0354460552,65000
